id,name,tags,mask_path,directory_name,mask_name
ah3xsvFYIpjXTUHtNHvO,9474188453_6696a915b0_h.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9474188453_6696a915b0_h_jpg.rf.fa54ebc81411be7e98b43fe35f0d40f8_annotated_annotated.png,9474188453_6696a915b0_h_jpg.rf.8f52c449b05972a9eab4bad094577ba0.jpg,9474188453_6696a915b0_h_jpg.rf.8f52c449b05972a9eab4bad094577ba0_annotated_annotated.png
ah3xsvFYIpjXTUHtNHvO,9474188453_6696a915b0_h.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9474188453_6696a915b0_h_jpg.rf.fa54ebc81411be7e98b43fe35f0d40f8_annotated_annotated.png,9474188453_6696a915b0_h_jpg.rf.8f52c449b05972a9eab4bad094577ba0.jpg,9474188453_6696a915b0_h_jpg.rf.8f52c449b05972a9eab4bad094577ba0_mask_mask.png
ah3xsvFYIpjXTUHtNHvO,9474188453_6696a915b0_h.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9474188453_6696a915b0_h_jpg.rf.fa54ebc81411be7e98b43fe35f0d40f8_annotated_annotated.png,9474188453_6696a915b0_h_jpg.rf.fa54ebc81411be7e98b43fe35f0d40f8.jpg,9474188453_6696a915b0_h_jpg.rf.fa54ebc81411be7e98b43fe35f0d40f8_mask_mask.png
ah3xsvFYIpjXTUHtNHvO,9474188453_6696a915b0_h.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9474188453_6696a915b0_h_jpg.rf.fa54ebc81411be7e98b43fe35f0d40f8_annotated_annotated.png,9474188453_6696a915b0_h_jpg.rf.fa54ebc81411be7e98b43fe35f0d40f8.jpg,9474188453_6696a915b0_h_jpg.rf.fa54ebc81411be7e98b43fe35f0d40f8_annotated_annotated.png
7bbOm2SgYbBqQN4y3tDr,9474192719_155891530d_h.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9474192719_155891530d_h_jpg.rf.31f9b39fbb483e86b92df8a5f587cf53_annotated_annotated.png,9474192719_155891530d_h_jpg.rf.59aead23d528b817ad0dace26ed29661.jpg,9474192719_155891530d_h_jpg.rf.59aead23d528b817ad0dace26ed29661_annotated_annotated.png
7bbOm2SgYbBqQN4y3tDr,9474192719_155891530d_h.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9474192719_155891530d_h_jpg.rf.31f9b39fbb483e86b92df8a5f587cf53_annotated_annotated.png,9474192719_155891530d_h_jpg.rf.59aead23d528b817ad0dace26ed29661.jpg,9474192719_155891530d_h_jpg.rf.59aead23d528b817ad0dace26ed29661_mask_mask.png
7bbOm2SgYbBqQN4y3tDr,9474192719_155891530d_h.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9474192719_155891530d_h_jpg.rf.31f9b39fbb483e86b92df8a5f587cf53_annotated_annotated.png,9474192719_155891530d_h_jpg.rf.31f9b39fbb483e86b92df8a5f587cf53.jpg,9474192719_155891530d_h_jpg.rf.31f9b39fbb483e86b92df8a5f587cf53_mask_mask.png
7bbOm2SgYbBqQN4y3tDr,9474192719_155891530d_h.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9474192719_155891530d_h_jpg.rf.31f9b39fbb483e86b92df8a5f587cf53_annotated_annotated.png,9474192719_155891530d_h_jpg.rf.31f9b39fbb483e86b92df8a5f587cf53.jpg,9474192719_155891530d_h_jpg.rf.31f9b39fbb483e86b92df8a5f587cf53_annotated_annotated.png
Pm0FALORtLrmXIRvQK0a,9474188907_f3603c57f8_h.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9474188907_f3603c57f8_h_jpg.rf.70d6bf8198d3bd987d75f0a146063591_mask_mask.png,9474188907_f3603c57f8_h_jpg.rf.d8777d9120e1ad1620257d5962dcf7a6.jpg,9474188907_f3603c57f8_h_jpg.rf.d8777d9120e1ad1620257d5962dcf7a6_annotated_annotated.png
Pm0FALORtLrmXIRvQK0a,9474188907_f3603c57f8_h.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9474188907_f3603c57f8_h_jpg.rf.70d6bf8198d3bd987d75f0a146063591_mask_mask.png,9474188907_f3603c57f8_h_jpg.rf.d8777d9120e1ad1620257d5962dcf7a6.jpg,9474188907_f3603c57f8_h_jpg.rf.d8777d9120e1ad1620257d5962dcf7a6_mask_mask.png
Pm0FALORtLrmXIRvQK0a,9474188907_f3603c57f8_h.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9474188907_f3603c57f8_h_jpg.rf.70d6bf8198d3bd987d75f0a146063591_mask_mask.png,9474188907_f3603c57f8_h_jpg.rf.70d6bf8198d3bd987d75f0a146063591.jpg,9474188907_f3603c57f8_h_jpg.rf.70d6bf8198d3bd987d75f0a146063591_annotated_annotated.png
Pm0FALORtLrmXIRvQK0a,9474188907_f3603c57f8_h.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9474188907_f3603c57f8_h_jpg.rf.70d6bf8198d3bd987d75f0a146063591_mask_mask.png,9474188907_f3603c57f8_h_jpg.rf.70d6bf8198d3bd987d75f0a146063591.jpg,9474188907_f3603c57f8_h_jpg.rf.70d6bf8198d3bd987d75f0a146063591_mask_mask.png
McmncNZt4MU3yIWNuiH0,9155244769_116a6e2201_b.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9155244769_116a6e2201_b_jpg.rf.97e704142efe6b586092c566b3746fc0_annotated_annotated.png,9155244769_116a6e2201_b_jpg.rf.97e704142efe6b586092c566b3746fc0.jpg,9155244769_116a6e2201_b_jpg.rf.97e704142efe6b586092c566b3746fc0_mask_mask.png
McmncNZt4MU3yIWNuiH0,9155244769_116a6e2201_b.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9155244769_116a6e2201_b_jpg.rf.97e704142efe6b586092c566b3746fc0_annotated_annotated.png,9155244769_116a6e2201_b_jpg.rf.97e704142efe6b586092c566b3746fc0.jpg,9155244769_116a6e2201_b_jpg.rf.97e704142efe6b586092c566b3746fc0_annotated_annotated.png
obFnLTsI7guUsYE6IWLa,9476987204_7f37d23d1a_h.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9476987204_7f37d23d1a_h_jpg.rf.560be63df3e1a5cede9eb398391151f4_mask_mask.png,9476987204_7f37d23d1a_h_jpg.rf.560be63df3e1a5cede9eb398391151f4.jpg,9476987204_7f37d23d1a_h_jpg.rf.560be63df3e1a5cede9eb398391151f4_annotated_annotated.png
obFnLTsI7guUsYE6IWLa,9476987204_7f37d23d1a_h.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9476987204_7f37d23d1a_h_jpg.rf.560be63df3e1a5cede9eb398391151f4_mask_mask.png,9476987204_7f37d23d1a_h_jpg.rf.560be63df3e1a5cede9eb398391151f4.jpg,9476987204_7f37d23d1a_h_jpg.rf.560be63df3e1a5cede9eb398391151f4_mask_mask.png
x6bUzdwhMqoqkZI0Oc0p,9474194863_4eaa0af123_h.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9474194863_4eaa0af123_h_jpg.rf.f0d63c4dbe0ddad33c36b8018a1b1a33_mask_mask.png,9474194863_4eaa0af123_h_jpg.rf.f0d63c4dbe0ddad33c36b8018a1b1a33.jpg,9474194863_4eaa0af123_h_jpg.rf.f0d63c4dbe0ddad33c36b8018a1b1a33_annotated_annotated.png
x6bUzdwhMqoqkZI0Oc0p,9474194863_4eaa0af123_h.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9474194863_4eaa0af123_h_jpg.rf.f0d63c4dbe0ddad33c36b8018a1b1a33_mask_mask.png,9474194863_4eaa0af123_h_jpg.rf.f0d63c4dbe0ddad33c36b8018a1b1a33.jpg,9474194863_4eaa0af123_h_jpg.rf.f0d63c4dbe0ddad33c36b8018a1b1a33_mask_mask.png
x6bUzdwhMqoqkZI0Oc0p,9474194863_4eaa0af123_h.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9474194863_4eaa0af123_h_jpg.rf.f0d63c4dbe0ddad33c36b8018a1b1a33_mask_mask.png,9474194863_4eaa0af123_h_jpg.rf.4de56d58d08cef722a78a348f0f659a5.jpg,9474194863_4eaa0af123_h_jpg.rf.4de56d58d08cef722a78a348f0f659a5_annotated_annotated.png
x6bUzdwhMqoqkZI0Oc0p,9474194863_4eaa0af123_h.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9474194863_4eaa0af123_h_jpg.rf.f0d63c4dbe0ddad33c36b8018a1b1a33_mask_mask.png,9474194863_4eaa0af123_h_jpg.rf.4de56d58d08cef722a78a348f0f659a5.jpg,9474194863_4eaa0af123_h_jpg.rf.4de56d58d08cef722a78a348f0f659a5_mask_mask.png
bT7qmnQSp235jUIF3dOt,9474195789_1b020822f5_h.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9474195789_1b020822f5_h_jpg.rf.30e151f8192f05a9c831716f000cfb83_annotated_annotated.png,9474195789_1b020822f5_h_jpg.rf.30e151f8192f05a9c831716f000cfb83.jpg,9474195789_1b020822f5_h_jpg.rf.30e151f8192f05a9c831716f000cfb83_mask_mask.png
bT7qmnQSp235jUIF3dOt,9474195789_1b020822f5_h.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9474195789_1b020822f5_h_jpg.rf.30e151f8192f05a9c831716f000cfb83_annotated_annotated.png,9474195789_1b020822f5_h_jpg.rf.30e151f8192f05a9c831716f000cfb83.jpg,9474195789_1b020822f5_h_jpg.rf.30e151f8192f05a9c831716f000cfb83_annotated_annotated.png
gOOAnlvmqg82FtfcWPRs,9476982866_092c3e3ee8_h.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9476982866_092c3e3ee8_h_jpg.rf.1609243305113ce10a23df9e033706c1_annotated_annotated.png,9476982866_092c3e3ee8_h_jpg.rf.1609243305113ce10a23df9e033706c1.jpg,9476982866_092c3e3ee8_h_jpg.rf.1609243305113ce10a23df9e033706c1_mask_mask.png
gOOAnlvmqg82FtfcWPRs,9476982866_092c3e3ee8_h.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9476982866_092c3e3ee8_h_jpg.rf.1609243305113ce10a23df9e033706c1_annotated_annotated.png,9476982866_092c3e3ee8_h_jpg.rf.1609243305113ce10a23df9e033706c1.jpg,9476982866_092c3e3ee8_h_jpg.rf.1609243305113ce10a23df9e033706c1_annotated_annotated.png
PUVHvD2wgScvlQelsZ8M,9474192075_7cc677910a_h.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9474192075_7cc677910a_h_jpg.rf.7ce5ed31bd449f5ab0ad38dc3e861ecd_mask_mask.png,9474192075_7cc677910a_h_jpg.rf.7ce5ed31bd449f5ab0ad38dc3e861ecd.jpg,9474192075_7cc677910a_h_jpg.rf.7ce5ed31bd449f5ab0ad38dc3e861ecd_annotated_annotated.png
PUVHvD2wgScvlQelsZ8M,9474192075_7cc677910a_h.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9474192075_7cc677910a_h_jpg.rf.7ce5ed31bd449f5ab0ad38dc3e861ecd_mask_mask.png,9474192075_7cc677910a_h_jpg.rf.7ce5ed31bd449f5ab0ad38dc3e861ecd.jpg,9474192075_7cc677910a_h_jpg.rf.7ce5ed31bd449f5ab0ad38dc3e861ecd_mask_mask.png
NnbXeL5fsOPsJ7vVC1gs,9474197007_87926f26a6_h.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9474197007_87926f26a6_h_jpg.rf.12bdaab379fef4f6b81f624624a3df68_annotated_annotated.png,9474197007_87926f26a6_h_jpg.rf.12bdaab379fef4f6b81f624624a3df68.jpg,9474197007_87926f26a6_h_jpg.rf.12bdaab379fef4f6b81f624624a3df68_mask_mask.png
NnbXeL5fsOPsJ7vVC1gs,9474197007_87926f26a6_h.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9474197007_87926f26a6_h_jpg.rf.12bdaab379fef4f6b81f624624a3df68_annotated_annotated.png,9474197007_87926f26a6_h_jpg.rf.12bdaab379fef4f6b81f624624a3df68.jpg,9474197007_87926f26a6_h_jpg.rf.12bdaab379fef4f6b81f624624a3df68_annotated_annotated.png
NnbXeL5fsOPsJ7vVC1gs,9474197007_87926f26a6_h.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9474197007_87926f26a6_h_jpg.rf.12bdaab379fef4f6b81f624624a3df68_annotated_annotated.png,9474197007_87926f26a6_h_jpg.rf.a557579bb0277a5549448ddfe79775e8.jpg,9474197007_87926f26a6_h_jpg.rf.a557579bb0277a5549448ddfe79775e8_mask_mask.png
NnbXeL5fsOPsJ7vVC1gs,9474197007_87926f26a6_h.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9474197007_87926f26a6_h_jpg.rf.12bdaab379fef4f6b81f624624a3df68_annotated_annotated.png,9474197007_87926f26a6_h_jpg.rf.a557579bb0277a5549448ddfe79775e8.jpg,9474197007_87926f26a6_h_jpg.rf.a557579bb0277a5549448ddfe79775e8_annotated_annotated.png
yrROHe92WCquwx9TVzqo,9157468798_8af9e0b3d3_b.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9157468798_8af9e0b3d3_b_jpg.rf.8fa5c26b66e4229b408dc578675bb8f8_annotated_annotated.png,9157468798_8af9e0b3d3_b_jpg.rf.8fa5c26b66e4229b408dc578675bb8f8.jpg,9157468798_8af9e0b3d3_b_jpg.rf.8fa5c26b66e4229b408dc578675bb8f8_mask_mask.png
yrROHe92WCquwx9TVzqo,9157468798_8af9e0b3d3_b.jpg,['L84'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9157468798_8af9e0b3d3_b_jpg.rf.8fa5c26b66e4229b408dc578675bb8f8_annotated_annotated.png,9157468798_8af9e0b3d3_b_jpg.rf.8fa5c26b66e4229b408dc578675bb8f8.jpg,9157468798_8af9e0b3d3_b_jpg.rf.8fa5c26b66e4229b408dc578675bb8f8_annotated_annotated.png
wzvXzFeLiGYID5H3iHuQ,23224303396_1a06d66505_k.jpg,['L88'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/23224303396_1a06d66505_k_jpg.rf.43a12be9689321b213fc85e3635f3347_mask_mask.png,23224303396_1a06d66505_k_jpg.rf.43a12be9689321b213fc85e3635f3347.jpg,23224303396_1a06d66505_k_jpg.rf.43a12be9689321b213fc85e3635f3347_annotated_annotated.png
wzvXzFeLiGYID5H3iHuQ,23224303396_1a06d66505_k.jpg,['L88'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/23224303396_1a06d66505_k_jpg.rf.43a12be9689321b213fc85e3635f3347_mask_mask.png,23224303396_1a06d66505_k_jpg.rf.43a12be9689321b213fc85e3635f3347.jpg,23224303396_1a06d66505_k_jpg.rf.43a12be9689321b213fc85e3635f3347_mask_mask.png
vyg95ZVAaGpmgKeURQJY,21412127125_e385d93f9d_k.jpg,['L88'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/21412127125_e385d93f9d_k_jpg.rf.d3f6536d47d43a4022809d679187f3aa_mask_mask.png,21412127125_e385d93f9d_k_jpg.rf.d3f6536d47d43a4022809d679187f3aa.jpg,21412127125_e385d93f9d_k_jpg.rf.d3f6536d47d43a4022809d679187f3aa_annotated_annotated.png
vyg95ZVAaGpmgKeURQJY,21412127125_e385d93f9d_k.jpg,['L88'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/21412127125_e385d93f9d_k_jpg.rf.d3f6536d47d43a4022809d679187f3aa_mask_mask.png,21412127125_e385d93f9d_k_jpg.rf.d3f6536d47d43a4022809d679187f3aa.jpg,21412127125_e385d93f9d_k_jpg.rf.d3f6536d47d43a4022809d679187f3aa_mask_mask.png
xCfzlIXnlCXNYlm61pM4,21224067380_cbabc68d17_k.jpg,['L88'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/21224067380_cbabc68d17_k_jpg.rf.7dc06e66d7bbaefb4485f38ba5d415b6_annotated_annotated.png,21224067380_cbabc68d17_k_jpg.rf.28a2cf9b3715eb90d08566837504467c.jpg,21224067380_cbabc68d17_k_jpg.rf.28a2cf9b3715eb90d08566837504467c_mask_mask.png
xCfzlIXnlCXNYlm61pM4,21224067380_cbabc68d17_k.jpg,['L88'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/21224067380_cbabc68d17_k_jpg.rf.7dc06e66d7bbaefb4485f38ba5d415b6_annotated_annotated.png,21224067380_cbabc68d17_k_jpg.rf.28a2cf9b3715eb90d08566837504467c.jpg,21224067380_cbabc68d17_k_jpg.rf.28a2cf9b3715eb90d08566837504467c_annotated_annotated.png
xCfzlIXnlCXNYlm61pM4,21224067380_cbabc68d17_k.jpg,['L88'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/21224067380_cbabc68d17_k_jpg.rf.7dc06e66d7bbaefb4485f38ba5d415b6_annotated_annotated.png,21224067380_cbabc68d17_k_jpg.rf.7dc06e66d7bbaefb4485f38ba5d415b6.jpg,21224067380_cbabc68d17_k_jpg.rf.7dc06e66d7bbaefb4485f38ba5d415b6_mask_mask.png
xCfzlIXnlCXNYlm61pM4,21224067380_cbabc68d17_k.jpg,['L88'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/21224067380_cbabc68d17_k_jpg.rf.7dc06e66d7bbaefb4485f38ba5d415b6_annotated_annotated.png,21224067380_cbabc68d17_k_jpg.rf.7dc06e66d7bbaefb4485f38ba5d415b6.jpg,21224067380_cbabc68d17_k_jpg.rf.7dc06e66d7bbaefb4485f38ba5d415b6_annotated_annotated.png
v1NoUmW6KwiytNXrnXHe,9474201865_196a7575e4_h.jpg,['L88'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9474201865_196a7575e4_h_jpg.rf.5a73ae0fae252aa5cfd32a1a00330e5e_annotated_annotated.png,9474201865_196a7575e4_h_jpg.rf.5a73ae0fae252aa5cfd32a1a00330e5e.jpg,9474201865_196a7575e4_h_jpg.rf.5a73ae0fae252aa5cfd32a1a00330e5e_mask_mask.png
v1NoUmW6KwiytNXrnXHe,9474201865_196a7575e4_h.jpg,['L88'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9474201865_196a7575e4_h_jpg.rf.5a73ae0fae252aa5cfd32a1a00330e5e_annotated_annotated.png,9474201865_196a7575e4_h_jpg.rf.5a73ae0fae252aa5cfd32a1a00330e5e.jpg,9474201865_196a7575e4_h_jpg.rf.5a73ae0fae252aa5cfd32a1a00330e5e_annotated_annotated.png
eaPP3Fy7yHh15oVUYOkj,9476990708_b6238de6ef_h.jpg,['L88'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9476990708_b6238de6ef_h_jpg.rf.13d2eea03923677cda2c2729c5b8771c_mask_mask.png,9476990708_b6238de6ef_h_jpg.rf.a79fc4b72361f37a3ee257354285442d.jpg,9476990708_b6238de6ef_h_jpg.rf.a79fc4b72361f37a3ee257354285442d_annotated_annotated.png
eaPP3Fy7yHh15oVUYOkj,9476990708_b6238de6ef_h.jpg,['L88'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9476990708_b6238de6ef_h_jpg.rf.13d2eea03923677cda2c2729c5b8771c_mask_mask.png,9476990708_b6238de6ef_h_jpg.rf.a79fc4b72361f37a3ee257354285442d.jpg,9476990708_b6238de6ef_h_jpg.rf.a79fc4b72361f37a3ee257354285442d_mask_mask.png
eaPP3Fy7yHh15oVUYOkj,9476990708_b6238de6ef_h.jpg,['L88'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9476990708_b6238de6ef_h_jpg.rf.13d2eea03923677cda2c2729c5b8771c_mask_mask.png,9476990708_b6238de6ef_h_jpg.rf.13d2eea03923677cda2c2729c5b8771c.jpg,9476990708_b6238de6ef_h_jpg.rf.13d2eea03923677cda2c2729c5b8771c_annotated_annotated.png
eaPP3Fy7yHh15oVUYOkj,9476990708_b6238de6ef_h.jpg,['L88'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9476990708_b6238de6ef_h_jpg.rf.13d2eea03923677cda2c2729c5b8771c_mask_mask.png,9476990708_b6238de6ef_h_jpg.rf.13d2eea03923677cda2c2729c5b8771c.jpg,9476990708_b6238de6ef_h_jpg.rf.13d2eea03923677cda2c2729c5b8771c_mask_mask.png
DQP0yTgFVqhK8rud3cyV,9474189627_65cd8e20ad_h.jpg,['L88'],/Users/jacquelinehui/Desktop/cs/Projects/orca-id/orca--2/masks/9474189627_65cd8e20ad_h_jpg.rf.56f921d357ede660be8508a579f21207_mask_mask.png,9474189627_65cd8e20ad_h_jpg.rf.56f921d357ede660be8508a579f21207.jpg,9474189627_65cd8e20ad_h_jpg.rf.56f921d357ede660be8508a579f21207_annotated_annotated.png
